household_id,household_id2,rural,pw_w3,saq01,saq03,saq06,saq08,hh_s5cq0b,hh_s5cq0c,hh_s5cq06,hh_s5cq07
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,C,Full meal Dinner,1,35
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,D,Snacks such as .,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,E,Dairy based beve,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,F,Vegetables and r,2,
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,G,Non alcoholic dr,1,60
1.0102E+12,1.01021E+16,1,2492.767578,1,2,14,136,H,Alcoholic drinks,1,38
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,A,Full meal Breakf,1,20
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,B,Full meal Luncht,1,20
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,C,Full meal Dinner,1,20
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,4,H,Alcoholic drinks,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,B,Full meal Luncht,1,25
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,C,Full meal Dinner,1,25
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,G,Non alcoholic dr,1,15
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,16,H,Alcoholic drinks,1,4
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,B,Full meal Luncht,1,25
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,C,Full meal Dinner,1,30
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,40,H,Alcoholic drinks,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,B,Full meal Luncht,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,C,Full meal Dinner,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,52,H,Alcoholic drinks,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,B,Full meal Luncht,1,35
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,C,Full meal Dinner,1,35
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,64,H,Alcoholic drinks,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,B,Full meal Luncht,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,C,Full meal Dinner,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,76,H,Alcoholic drinks,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,B,Full meal Luncht,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,C,Full meal Dinner,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,88,H,Alcoholic drinks,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,B,Full meal Luncht,1,20
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,C,Full meal Dinner,1,45
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,100,H,Alcoholic drinks,1,3
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,B,Full meal Luncht,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,C,Full meal Dinner,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,112,H,Alcoholic drinks,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,A,Full meal Breakf,1,50
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,B,Full meal Luncht,1,100
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,C,Full meal Dinner,1,100
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,E,Dairy based beve,1,30
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,F,Vegetables and r,1,20
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,G,Non alcoholic dr,1,80
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,124,H,Alcoholic drinks,1,60
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,A,Full meal Breakf,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,B,Full meal Luncht,1,30
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,C,Full meal Dinner,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,D,Snacks such as .,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,E,Dairy based beve,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,F,Vegetables and r,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,G,Non alcoholic dr,2,
1.0103E+12,1.0103E+16,2,1352.426758,1,3,1,136,H,Alcoholic drinks,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,A,Full meal Breakf,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,B,Full meal Luncht,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,C,Full meal Dinner,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,D,Snacks such as .,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,E,Dairy based beve,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,F,Vegetables and r,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,G,Non alcoholic dr,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,4,H,Alcoholic drinks,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,A,Full meal Breakf,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,B,Full meal Luncht,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,C,Full meal Dinner,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,D,Snacks such as .,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,E,Dairy based beve,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,F,Vegetables and r,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,G,Non alcoholic dr,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,19,H,Alcoholic drinks,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,A,Full meal Breakf,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,B,Full meal Luncht,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,C,Full meal Dinner,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,D,Snacks such as .,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,E,Dairy based beve,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,F,Vegetables and r,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,G,Non alcoholic dr,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,34,H,Alcoholic drinks,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,49,A,Full meal Breakf,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,49,B,Full meal Luncht,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,49,C,Full meal Dinner,2,
1.0103E+12,1.01031E+16,1,3971.762207,1,3,18,49,D,Snacks such as .,2,
